term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
have,0.03817389,-0.04449638,-0.004323811,0.036520906,0.11986787,-0.041648846,0.004281318,0.021088162,-0.039667524,-0.008643266,-0.015926078,-0.091580324,-0.040519625,0.022731565,0.095190205,-0.007076079,-0.12624732,-0.053840365,-0.100384384,-0.11170641,-0.048446983,0.09047488,-0.21612853,0.035901748,-0.011104798,-0.09359154,0.0023016806,-0.19878188,-0.21060503,-0.13815477,-0.03895598,-0.0868933,0.06184006,-0.011358289,-0.03597172,0.1521376,-0.032382887,0.3005915,0.0053844857,0.118951336,0.08649455,-0.061668493,-0.1095701,0.26393977,-0.10147109,0.035812903,-0.114045024,-0.0037266228,0.05447872,0.18931717,0.043058123,-0.06919815,0.04160068,-0.032345396,-0.04412021,0.1552643,-0.10809858,0.036713652,-0.16491455,-0.03734714,-0.050207317,0.1751137,-0.07337382,-0.13605917,-0.05964529,-0.0030803194,0.06966371,-0.12147964,0.080224164,0.015873257,0.11841525,0.05468782,-0.012528457,-0.043104842,0.08115736,0.058908854,0.068999,0.00927394,0.034096386,0.10250149,-0.081192516,0.15077561,-0.17479372,-0.07609984,-0.1951907,0.17962329,0.032428354,0.00080959563,0.059523,0.08675361,-0.013197206,0.13192347,0.09171577,0.10835639,0.026466973,-0.041842498,-0.08585018,-0.19885926,0.008084519,-0.030796455
he,0.06634241,0.007890069,0.058031313,0.12402637,-0.037166998,0.07405073,-0.14801948,0.1662513,0.0139533235,0.15901716,-0.008259518,0.102628,0.16789857,-0.007498493,0.016974539,-0.08953229,-0.10450858,-0.22275391,0.16121162,0.09984986,0.11441118,0.0068565663,0.06828559,-0.088671826,-0.021930918,0.17071214,0.00017484419,-0.008230411,0.1152305,0.04953719,0.019571422,0.066033505,0.24917935,0.021232398,0.0054787593,-0.11406791,-0.05536215,0.047284726,-0.0960961,0.06402162,-0.045489874,-0.013229833,0.15912944,-0.09543488,-0.04201946,-0.16159528,0.0049288077,-0.055801295,0.07447626,-0.039454307,0.0246165,0.15607353,-0.11292806,-0.0005586268,-0.06718708,-0.098198704,-0.15200631,0.15767603,0.035521373,-0.11082066,-0.02186469,0.119137,0.055386502,0.07232881,-0.15579851,-0.08672361,0.12853567,0.04495532,-0.16139616,0.13945521,-0.08838947,0.01851906,0.009123021,-0.07620303,0.111235335,-0.089922465,0.09630659,0.021441735,-0.032292306,0.18978806,-0.097701,-0.05749535,-0.07771715,0.004651692,-0.09570996,-0.06227953,-0.14990209,0.09673257,-0.03505961,0.14575903,0.10444982,-0.13915156,-0.084399156,-0.08757745,-0.16357443,-0.069848284,0.065801285,0.11213793,-0.0991636,0.05668535
them,0.017845897,0.18019335,-0.014897511,0.045454368,0.023694942,-0.08576019,-0.13049513,0.23764105,0.025252117,-0.11154767,0.019405866,-0.17437664,0.031587675,-0.023367831,0.26173753,-0.0655614,-0.19785887,-0.16352104,0.14935571,0.10544905,0.009975284,0.083248034,-0.1913717,0.09212886,-0.035822306,0.21708894,0.0068684276,-0.03287046,0.06876966,-0.017710403,-0.1779573,-0.041255943,0.025320904,-0.004314523,-0.025366925,0.087992966,0.09883667,0.0005023212,-0.055382572,-0.0850636,-0.14714031,0.24341576,0.0845569,0.0038440668,-0.11010303,-0.09898669,-0.047900446,0.04100472,0.06393483,0.023608863,0.05839352,0.05265536,-0.13630903,-0.03125424,0.10338807,0.04911258,-0.05397319,0.03557501,0.016998788,-0.080865465,-0.10795974,0.13725774,-0.025431834,0.022344716,0.06082313,0.046866734,0.12315472,0.061110042,-0.07436056,0.09866848,-0.03817223,0.004958635,-0.0015228725,-0.12689239,-0.004373575,0.127825,0.045342382,-0.018303772,-0.14185688,0.11723595,-0.08441747,0.153765,0.031181313,-0.21363543,0.12648457,0.0011512883,-0.03995171,0.17440562,0.023129923,0.07889485,0.09193366,0.086990684,-0.08772523,-0.03830607,0.013388414,-0.1292659,-0.081254125,0.019326475,-0.010202784,0.07141539
his,-0.008532089,-0.02444392,0.23267737,-0.14116944,-0.21108188,0.018869031,-0.17061976,0.020409608,-0.055961177,0.09665959,-0.029265707,0.025585717,0.0763617,0.0049253395,0.1345441,0.09379482,0.065783344,-0.12360479,0.060902957,-0.057868734,0.021540523,8.764245e-05,0.019721065,-0.12286787,-0.21231394,0.1442717,-0.051039595,-0.058806177,0.06994236,0.0718018,-0.013995877,-0.037745662,0.01624028,-0.0816069,0.0012847959,-0.10319521,0.03572296,-0.0058541605,-0.16399635,0.12911727,0.05018981,0.15565915,0.08861614,-0.08894386,-0.018216321,-0.1924842,-0.055541508,0.006656756,0.0017153213,0.06299974,-0.1073605,0.06188958,-0.0273756,0.07639069,0.0077151307,-0.0251374,0.0027081268,0.1364753,0.078190744,-0.020608723,-0.099542096,-0.06824754,-0.026483549,0.121354066,-0.030974872,-0.0045674588,0.12476721,-0.1614194,-0.115913436,0.21325292,-0.12635419,0.08701417,-0.13285224,-0.23597236,0.10331551,0.03473405,0.05116483,-0.0050460654,-0.02478664,0.06153272,-0.06453514,-0.04465706,-0.090898745,0.052912265,-0.14837493,-0.07654351,-0.14645803,0.11848279,-0.049643274,0.18786882,-0.06513157,-0.11425754,-0.21314222,-0.08676051,-0.15020795,-0.01538444,0.06521531,0.087637454,-0.017732838,0.09822122
all,-0.17672683,-0.03821567,-0.023493392,-0.08322388,0.16860707,-0.028160455,0.00046359195,0.10167063,0.16000323,-0.1797163,0.014362555,-0.0012055056,-0.08970158,0.0036309457,0.0386319,-0.053431474,-0.046399597,0.11202149,-0.08483614,0.0064957244,-0.23321046,-0.14327928,-0.0006681534,0.17889051,0.0409573,-0.15299799,0.13819009,-0.112586215,0.062445685,0.11374416,0.03203537,-0.10054339,-0.07724851,-0.22126436,-0.019990848,0.011002302,0.14486235,0.09889682,0.058648396,0.15607463,-0.14699261,-0.060965855,0.052479982,0.093062066,0.08913488,-0.020588636,-0.026836518,0.026545785,0.07023073,0.06587781,0.07432416,0.081832826,0.08854211,0.025575118,0.12373515,-0.011604801,-0.07773929,0.046391968,-0.2276626,0.0952565,-0.26324356,0.048974592,-0.046444647,0.11906762,-0.07791599,0.005290059,0.052081615,-0.023871949,-0.035725836,0.2382877,0.0128004905,-0.21012555,0.050827373,-0.1516779,0.060009982,-0.09933996,0.05279424,0.098759875,-0.053460557,-0.10750943,-0.028217327,0.038295284,0.030087411,0.040853508,0.053859994,-0.02000261,0.03767334,0.101441525,0.077290185,0.10361365,-0.0011180844,-0.015894458,0.085670836,0.06762597,0.008557014,0.045170628,0.05664609,0.034813613,0.18163998,-0.08330662
this,-0.120771706,-0.10076102,0.1008511,0.1598767,-0.122906834,0.00743144,-0.039894067,0.047418736,0.215434,0.109871574,0.0019414796,0.097286284,-0.07440389,-0.019312643,-0.054952487,-0.00900057,0.026998512,0.15770067,-0.08037248,-0.21927999,-0.058568887,0.07628241,0.21828504,-0.105664365,0.031102536,0.09198357,-0.015477844,-0.08448171,-0.04726171,0.018266762,-0.014127513,-0.07010515,0.09028421,-0.059846308,0.00010375833,0.11886064,0.1217368,-0.117906734,-0.0036012097,-0.042855583,0.08918964,-0.21561106,-0.052949894,-0.0857893,-0.035443425,-0.2683673,-0.07630608,-0.07322733,0.039424453,-0.05437654,-0.034853842,0.001942369,0.039750706,0.036077663,-0.08771363,0.008634613,-0.09213552,-0.07479712,-0.1339529,0.123885795,0.1870219,-0.11217037,0.004319786,0.019574467,-0.058824744,-0.008217015,0.019523077,0.040773842,-0.1764599,0.13558674,-0.04153759,-0.0016659487,-0.015071633,-0.08676047,-0.046668816,-0.048883587,0.016796848,-0.016547786,0.016707884,-0.06654252,-0.042280078,-0.18665591,-0.06631808,0.17664407,-0.13548326,0.066135906,0.05878101,-0.040542,-0.088345475,-0.034977064,-0.13648571,-0.109824866,0.1326069,0.12721713,0.273545,0.06657608,-0.14243855,0.021087732,-0.069564156,0.02960148
we,-0.069321625,0.051500786,-0.1460051,0.18870029,0.0018173216,0.0020068453,0.118400194,0.12089563,0.12143385,0.031365514,-0.110131316,0.084463306,-0.029251698,-0.06873922,-0.01662673,-0.013865594,0.009154847,-0.043750763,0.11487972,0.009703667,0.19308077,-0.0014558241,-0.010099775,-0.022736272,0.008580795,0.15053697,-0.02319134,0.08516931,-0.07978032,0.053273212,0.019770857,0.048257887,0.027028233,0.088569425,-0.10714617,0.09053343,0.067846246,0.05465795,-0.06372444,0.047652744,-0.2823905,-0.02304145,0.07954959,-0.062821105,-0.0496002,-0.1041671,0.2544985,-0.028881285,0.14186627,0.089049034,0.07121194,0.025300456,-0.17395623,0.0057411846,-0.14474174,0.15183824,-0.10745698,-0.06516927,-0.081523485,-0.039442252,0.07725784,-0.0494431,-0.065009154,-0.03170935,-0.078305684,-0.026620623,-0.031180456,0.20055537,-0.008445034,0.103184424,0.09263849,-0.15997969,0.084531136,-0.0008066149,-0.07318061,-0.12833956,0.0024050984,0.06338093,-0.041791707,0.12613748,-0.09586273,0.06375807,-0.04637368,0.11120958,0.1987654,-0.055643275,-0.035406087,0.17038333,-0.0026222712,-0.15593596,0.19901164,-0.104678966,0.19665736,-0.04963203,0.17471483,-0.027558189,0.059040643,-0.070069924,-0.112115465,0.020773944
from,-0.09737768,0.09431259,-0.120677054,-0.09406195,0.22891375,-0.08931436,-0.051774967,-0.12637155,-0.06397723,0.1067202,-0.061159547,-0.019591557,0.030789817,-0.05794076,-0.05367938,-0.036673117,-0.023742838,-0.1809446,-0.042619605,0.07643273,-0.12996832,0.0904061,-0.027353369,0.0072289067,0.03156773,-0.069447085,-0.17169943,-0.100224406,-0.12877665,0.10166051,0.15752305,-0.111181654,-0.17432621,-0.108481094,-0.024708971,0.10049822,-0.2569594,0.113531746,0.023522677,0.009430375,-0.107815094,-0.10822468,-0.08159765,0.13019639,0.12935495,0.10353441,0.012561548,-0.0057361913,-0.037319254,0.013471825,0.08779981,-0.14788534,0.08504722,0.052164678,-0.021274306,-0.00606194,0.15422791,0.102501035,-0.11695076,0.016951546,-0.17247777,-0.05910826,0.057900548,-0.07028208,0.02538374,-0.17128582,-0.034521896,-0.04110118,0.14021976,0.057270654,-0.096924424,-0.065758996,-0.052290004,0.027921095,0.06578652,-0.07081069,-0.20739073,0.040248547,0.012386842,-0.08697928,-0.06796046,0.03250052,0.115712576,0.019946048,-0.059913862,-0.03770139,-0.12972242,0.06369853,0.14683206,0.030078495,0.13615333,-0.04815214,-0.03396092,-0.1726628,0.07237206,0.030514764,0.22830097,-0.07634882,-0.10096624,-0.08766037
any,0.2413836,-0.17210259,-0.124691874,0.0853978,-0.111520104,0.03507158,0.022574749,0.046202704,0.021869665,0.061042022,-0.013860906,-0.05998904,-0.07932602,-0.099099435,-0.052510895,0.13357848,-0.08072053,-0.21620625,-0.09830575,-0.055914953,-0.017736094,0.044628974,0.14509816,-0.105541535,0.007092754,0.0647871,-0.025745694,0.061275877,0.035505638,0.16538069,-0.17417091,0.1132468,0.23961379,-0.044970546,0.017571967,0.11879714,0.00031558675,-0.116140515,-0.035445534,-0.05613067,-0.20510513,0.06538868,0.10910043,-0.13862798,0.20574133,-0.07699598,-0.04613446,-0.062027466,-0.07255661,0.14257632,-0.064953335,0.069546655,-0.013541208,-0.019010507,0.116635464,-0.056278564,-0.18159051,0.042115316,-0.13122523,0.14939384,-0.05843393,0.05811393,-0.098782465,-0.0046344693,-0.14030798,0.027268918,-0.07559147,0.027413407,0.022413718,0.1593753,0.0022471175,-0.025445845,0.0687901,-0.013657623,-0.14139532,-0.07926113,0.05065329,-0.136707,-0.10740935,0.03155435,0.036389463,0.024624445,-0.19471991,0.0587366,0.06021329,0.13403317,-0.20700562,0.03090965,-0.08698493,-0.093129866,-0.019259684,0.08358586,-0.027592931,0.020513972,0.025785549,-0.0598036,0.014288276,-0.1426963,0.06532562,0.0034174148
one,0.021476295,-0.14196919,0.032621473,0.016644314,0.109309725,0.071543835,-0.035598837,-0.113352075,-0.10115294,0.032755785,-0.03696407,-0.032854605,0.027710909,0.05963573,0.10443946,-0.08374259,-0.093600646,-0.21359651,-0.007906852,0.09049921,-0.12519497,0.0105056055,0.025218027,-0.019916123,0.1793409,0.09182448,0.050549068,0.14441955,-0.11627226,0.018924536,-0.057570376,0.094901465,-0.05172393,-0.036780167,0.18180056,-0.0058032377,-0.08912745,-0.08559125,-0.051835172,0.09453421,-0.23686592,0.062468786,0.1993354,-0.00033368278,0.049173553,0.02932562,0.04976277,0.15728323,-0.061771244,-0.0872317,0.14604303,0.21282506,-0.1014307,-0.049644932,-0.058593843,-0.113398656,0.031473644,0.17244337,0.057905734,-0.046715487,-0.044086184,0.024133928,0.016068652,0.14276192,0.032578025,-0.07079986,-0.038469557,-0.005901943,-0.25637618,0.055539947,-0.015002147,0.12343479,-0.077182785,-0.06516565,-0.114285134,-0.10490592,0.038196463,0.030600829,-0.037531972,0.17291884,-0.1934344,-0.0007778099,-0.14223863,0.04488325,-0.0649672,0.1802289,0.043417893,0.17791016,0.04727599,-0.04929339,0.0077754506,0.052530073,-0.049844753,0.083115965,0.10943145,-0.016375806,0.06513627,-0.12873523,-0.19735333,-0.042601574
i,-0.046594065,-0.11304472,-0.045693863,0.20037644,-0.06621142,-0.06073058,0.026247008,0.110110976,0.18344823,0.11001988,-0.039630998,0.07609527,0.0021475153,-0.08628399,-0.094437234,-0.10014085,0.010942817,-0.16891418,0.12986954,-0.01952894,0.07334449,-0.044314645,-0.0028054435,0.06924292,-0.06206474,0.1459351,0.004537386,0.032552402,-0.066612825,-0.041693494,0.048840713,0.015083688,0.12088959,0.055095043,-0.017687425,-0.04891754,0.0056299767,-0.017980939,-0.07827212,0.061640866,-0.09198347,-0.16730049,0.018719165,-0.08131366,-0.11203337,-0.12730971,0.1402119,-0.043040752,0.063273795,0.051293023,0.113032535,0.010397815,-0.08905732,0.12702188,-0.1450574,0.13358216,-0.14332852,-0.067568615,-0.091876216,-0.010019247,0.21592742,-0.061802484,0.058656294,0.08658024,-0.15825853,-0.0019235542,-0.042760767,0.07553944,-0.008396676,0.0035252587,0.074586935,-0.07905254,0.17062332,-0.05783102,-0.01154159,-0.17468835,-0.05731877,0.061707698,0.055297934,0.115954556,-0.086342715,0.013060338,-0.15997007,0.08413609,0.0031976514,-0.07900064,-0.0280513,0.15590644,-0.025236938,-0.14673592,0.12095541,-0.023265097,0.23211889,0.16843085,0.20855407,0.03669275,0.021137867,-0.013545489,-0.2816593,0.017675437
so,-0.120915785,-0.08179013,0.13517538,0.028262455,0.08377818,-0.050935086,-0.13014504,-0.04310837,0.06318445,-0.040985856,0.03689851,-0.063232735,0.0651459,0.055411823,0.118322834,-0.027031137,-0.083075196,0.14316884,0.03827966,0.18248166,-0.032261983,0.093155324,0.16722296,-0.097995535,0.042601775,0.1486373,-0.104983285,-0.032806557,0.03084352,0.0919565,-0.052467573,0.008916625,0.10260477,0.17497645,0.02443288,0.17766559,0.021930657,0.05995197,0.064290844,-0.000619653,-0.08609316,-0.13907337,0.0004358372,0.09621042,-0.07652428,-0.06497888,-0.09900249,0.03929003,-0.013667488,-0.23309298,0.13585316,0.008958606,0.19157428,-0.14814144,-0.08351176,0.20152205,-0.13770564,0.100777894,0.07967294,0.03501969,-0.06092017,-0.029547166,-0.06568335,-0.039888334,0.049463265,-0.13183786,-0.11378644,0.038381867,0.027306834,0.1848535,-0.03846045,0.030593293,-0.024620753,0.10563482,0.10204929,0.14053303,0.09015634,-0.12709863,-0.07942393,0.15597735,0.0061707683,-0.016753605,0.12364665,0.038230658,-0.15703385,0.041715555,-0.081331395,0.015606429,0.16684572,-0.00795648,0.28013343,-0.02339177,-0.07077472,0.010386039,-0.029171119,-0.009371274,0.04463975,-0.036335308,-0.068323895,-0.18789305
no,0.18507217,-0.17118679,-0.14862366,-0.010484818,-0.058797594,-0.03701334,0.043979947,0.01894012,0.18685825,-0.0068067764,0.07791494,0.06449978,-0.28979284,-0.04058507,0.04475513,0.090119414,-0.16910805,-0.18679485,0.006037447,-0.107688166,0.019826556,-0.0034504298,0.1276177,-0.13930051,-0.016262596,0.12425619,-0.04890942,-0.039837908,0.015123962,0.07399571,-0.10769924,-0.0599737,0.18261547,-0.047224667,0.058174234,0.020284414,-0.13356334,0.020868007,0.08709634,-0.012172429,0.024997326,-0.06462974,0.014266188,-0.203018,0.21287696,-0.080082946,-0.061625354,-0.029744273,0.046315495,0.074806884,-0.08247221,0.06610201,-0.011189386,0.09433967,0.16936128,-0.14132151,-0.036286257,-0.012558984,-0.16759786,0.052565143,-0.062300075,0.035782766,-0.119469434,0.06284354,-0.05643829,-0.08068292,0.034453414,0.06445194,-0.19582805,-0.0054397653,0.057005018,-0.05296095,0.067535184,0.031234499,-0.01315069,-0.09318556,0.10509204,0.05015906,-0.15719804,-0.09487846,0.075814135,-0.04722966,-0.086834274,0.06930295,0.047074042,0.16889825,-0.012286582,0.006570071,-0.20335089,-0.14656451,-0.18715517,0.0021124051,0.046745867,-0.0159795,-0.07383334,0.12007875,-0.01115857,-0.0007025306,0.14534084,0.015478761
with,-0.10136192,-0.047017775,-0.06487345,-0.1477813,0.12515543,-0.117020994,-0.12742382,0.025916606,-0.15446119,-0.18381266,-0.013401916,-0.022794126,-0.03431273,-0.08642612,0.09230099,-0.035347346,-0.15465961,-0.1780137,-0.08856369,0.25294867,-0.17567919,-0.06928135,-0.0044396967,-0.055605344,-0.06067865,-0.10890605,-0.046593763,-0.044432383,-0.08182168,0.055681087,0.02396908,-0.064153895,-0.021995937,-0.024653578,0.122546434,0.08619057,-0.11026986,0.12080707,-0.04347626,0.1569774,-0.1173322,-0.08569899,-0.15124168,0.19494303,0.19738609,0.032431267,0.10609697,0.0031100968,-0.09915966,-0.011668895,0.101575345,-0.0045144935,0.05488583,0.039430898,-0.013477944,-0.00011844823,0.104298,0.098813914,0.027504139,-0.06448362,-0.1068108,0.04360936,-0.07911114,-0.0699185,0.0005765348,-0.049070567,0.07584761,-0.031577736,-0.046251968,0.060029447,0.04466964,0.043817867,-0.03441222,0.046575274,0.18042514,0.064564645,-0.1516669,0.0023844538,-0.13458599,0.08184579,-0.052442487,0.08930051,0.14989108,-0.07554475,-0.21824569,0.03514033,-0.11139854,0.14236087,0.112676896,0.036549374,0.10875103,0.03854493,-0.064875886,-0.061579686,-0.022715643,-0.037390653,0.0815249,-0.24804139,-0.048983585,-0.13383944
ideas,-0.001658376,0.1310659,-0.10717959,-0.2241003,0.0017120817,0.005813642,0.0060667456,0.117599964,-0.10087402,-0.012665619,-0.070834056,-0.08376777,-0.10814477,0.036046833,0.058767814,-0.12131124,-0.14902979,-0.050817885,0.09155628,0.017844647,0.092191756,0.04931064,-0.08924513,0.17766695,0.055167545,-0.0450877,0.026792474,-0.12997803,-0.16614799,0.066494204,-0.21941854,0.03516444,0.10867249,0.030242443,0.019072367,0.10428443,0.0017588559,-0.018221246,-0.01657785,-0.045962624,-0.2561079,-0.063893594,-0.01845893,-0.09067507,0.12474197,0.08972237,0.052500837,0.12768173,0.015739992,0.11202308,0.10196687,0.03967852,0.020944703,-0.09332094,0.15077636,0.02868455,-0.0067632906,0.01261745,0.13385296,-0.090280145,0.046281453,-0.10586395,-0.16008301,-0.09832582,0.017159149,0.095655,0.08490248,0.13055597,0.046429634,0.033642292,0.11329144,-0.02414782,-0.0028021457,0.12883173,-0.032046854,0.09486619,0.09517169,0.044652708,-0.10066801,0.14858304,0.05635772,0.10227242,-0.02141194,0.10555299,0.17836821,0.10157975,0.06435503,0.12952793,0.18721269,0.004248566,0.2994859,-0.0012862281,0.04488612,-0.113067806,0.01838969,0.09927325,0.061965786,-0.121885315,-0.089565605,-0.024185797
man,0.043820433,-0.08987378,0.14862393,0.008827044,-0.07799683,0.012719065,-0.10310741,0.011001634,0.013085405,0.08494151,0.03956985,0.078669816,0.012005345,0.034349415,-0.035695918,-0.06175435,-0.06530726,-0.21892284,0.17067663,0.088071376,0.12294643,0.14203008,0.083660014,-0.1632365,0.07970316,0.083206326,0.096826255,0.08782296,-0.08094026,0.018301822,0.0078784805,0.112905696,0.0036715877,-0.042875398,0.11472731,-0.03806836,-0.13497263,-0.10044605,-0.09941659,-0.019698337,-0.1509903,0.101328686,0.094127506,-0.028830325,-0.031936254,-0.14105941,0.042615175,-0.10169844,0.13972665,-0.090400115,0.1383218,0.22150502,-0.07456771,-0.05089614,-0.035135265,-0.036150806,-0.06104267,0.1845549,-0.027997237,-0.11298485,-0.017870527,0.033088025,0.036462188,0.039696965,-0.15627426,-0.06669779,0.0030180677,-0.084605485,-0.26008227,0.124579936,0.00026526337,0.16326348,-0.028030606,-0.003947835,-0.08460338,-0.003476649,0.07513065,-0.056796946,-0.04501322,0.20237346,-0.19947112,-0.003383779,-0.18214093,0.059294917,-0.17780516,0.059718087,0.010480712,0.042359762,-0.018960452,0.11469178,0.09550491,-0.06974224,0.014786884,-0.037536547,-0.17717625,-0.056085955,0.044604894,0.08881622,-0.18787517,0.0016992023
our,-0.11050206,0.23955569,0.086422235,-0.108846866,-0.124502145,0.008439591,0.06568982,0.019047856,0.08075554,0.059590645,-0.097185306,0.040888377,0.005161212,-0.009723628,0.16176718,0.11196795,0.13019763,0.10910145,-0.03644207,-0.168638,0.097075984,-0.001962446,-0.122010514,-0.05072801,-0.18765137,0.20822358,-0.06759736,-0.08901724,-0.046078835,0.042067934,0.018385697,-0.13301778,-0.098603226,-0.06976942,-0.14705111,0.14206426,0.21296118,0.13726228,-0.107923746,0.09938204,-0.124448165,0.06559331,0.01993264,-0.029027747,-0.04744588,-0.22502592,0.06268571,-0.00716458,0.12831174,0.12628841,-0.02649616,-0.035717588,-0.16305605,-0.035259053,-0.025178777,0.16150068,0.10314724,0.028421938,-0.004043903,-0.029052451,-0.11407943,-0.16096583,-0.22962262,-0.061630905,0.11455262,-0.007310576,0.016243543,0.031036455,0.09222227,0.13385125,-0.05226169,-0.076331906,-0.068424515,-0.05998303,0.079068154,0.026807647,0.066418745,-0.004240681,-0.063692115,0.025660919,-0.09821466,-0.012879272,0.048322704,0.12247771,0.075554706,-0.050762683,-0.10165362,0.11170902,-0.028842354,-0.03549944,0.028853126,-0.14368688,-0.009624642,-0.08150866,0.17819656,0.07582719,0.092865765,-0.021226406,-0.022945441,0.078626245
other,-0.12092662,-0.026554646,0.120494865,-0.085106865,-0.023966234,-0.031341407,0.023734747,-0.011336097,-0.1404453,-0.08209208,-0.04991459,-0.18942878,-0.13984692,0.01801875,0.23793685,0.12060798,-0.07708304,-0.013380642,-0.070483714,0.11872582,-0.20969132,0.1644189,-0.04407069,-0.089796804,0.07761633,-0.057308737,-0.1022737,-0.17490555,-0.11330206,0.0790979,-0.10225803,0.08966943,0.00200893,-0.1681728,-0.14446746,0.08781864,-0.074728616,-0.068361044,-0.02303495,-0.13021445,-0.04485936,0.18771692,0.028392546,0.09883234,0.043996666,0.14429487,0.10069907,0.12115548,-0.034787137,0.06798988,0.09079856,0.03518903,0.2184841,0.0846194,-0.07535604,0.122950055,-0.027719816,0.13499144,-0.0056160074,-0.03362245,0.041181143,0.19411397,-0.1842154,0.002133309,0.03879345,0.17418687,-0.011237963,-0.076414555,-0.13183689,0.124368966,-0.013924197,-0.07853629,0.0046408176,-0.1822214,-0.081478655,0.03108155,0.010217196,-0.0078084227,0.036780633,0.1289569,0.06615297,0.07201095,-0.111681335,-0.015764525,-0.014064582,0.1153891,0.13349213,0.05673269,-0.06541038,-0.114940085,0.078865,-0.016119147,-0.10112344,0.11446608,-0.016038505,0.029229512,-0.03806947,-0.028390847,-0.03753155,0.03517843
